id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual,teks_casefold,tokens,tokens_nostop,tokens_stem,teks_bersih
033-02,09/01/2026 0:34:15,MyClass UMSU,"Pengalaman saya menggunakan MyClass UMSU memiliki sisi positif dan negatif. Dari sisi positif, MyClass sangat membantu dalam proses perkuliahan karena memudahkan mahasiswa mengakses materi, menerima pengumuman, serta mengumpulkan tugas secara online dalam satu platform.
Namun, pengalaman kurang baik yang saya alami adalah pada penggunaan aplikasi di perangkat Android. Beberapa kali saya mengalami kendala saat mengunggah tugas karena fitur upload tidak berfungsi dengan baik, sehingga saya terpaksa menggunakan perangkat iOS agar tugas dapat dikirim. Hal ini cukup merepotkan, terutama bagi mahasiswa yang hanya memiliki perangkat Android. Selain itu, kendala teknis tersebut bisa menimbulkan kekhawatiran ketika batas waktu pengumpulan tugas sudah dekat.
Secara keseluruhan, MyClass UMSU sangat membantu dalam mendukung kegiatan akademik, tetapi perlu adanya perbaikan dan optimalisasi aplikasi, khususnya pada versi Android, agar semua mahasiswa dapat menggunakan platform ini secara adil dan lancar tanpa harus berganti perangkat.",33,2,,pengalaman saya menggunakan myclass umsu memiliki sisi positif dan negatif dari sisi positif myclass sangat membantu dalam proses perkuliahan karena memudahkan mahasiswa mengakses materi menerima pengumuman serta mengumpulkan tugas secara online dalam satu platform namun pengalaman kurang baik yang saya alami adalah pada penggunaan aplikasi di perangkat android beberapa kali saya mengalami kendala saat mengunggah tugas karena fitur upload tidak berfungsi dengan baik sehingga saya terpaksa menggunakan perangkat ios agar tugas dapat dikirim hal ini cukup merepotkan terutama bagi mahasiswa yang hanya memiliki perangkat android selain itu kendala teknis tersebut bisa menimbulkan kekhawatiran ketika batas waktu pengumpulan tugas sudah dekat secara keseluruhan myclass umsu sangat membantu dalam mendukung kegiatan akademik tetapi perlu adanya perbaikan dan optimalisasi aplikasi khususnya pada versi android agar semua mahasiswa dapat menggunakan platform ini secara adil dan lancar tanpa harus berganti perangkat,"['pengalaman', 'saya', 'menggunakan', 'myclass', 'umsu', 'memiliki', 'sisi', 'positif', 'dan', 'negatif', 'dari', 'sisi', 'positif', 'myclass', 'sangat', 'membantu', 'dalam', 'proses', 'perkuliahan', 'karena', 'memudahkan', 'mahasiswa', 'mengakses', 'materi', 'menerima', 'pengumuman', 'serta', 'mengumpulkan', 'tugas', 'secara', 'online', 'dalam', 'satu', 'platform', 'namun', 'pengalaman', 'kurang', 'baik', 'yang', 'saya', 'alami', 'adalah', 'pada', 'penggunaan', 'aplikasi', 'di', 'perangkat', 'android', 'beberapa', 'kali', 'saya', 'mengalami', 'kendala', 'saat', 'mengunggah', 'tugas', 'karena', 'fitur', 'upload', 'tidak', 'berfungsi', 'dengan', 'baik', 'sehingga', 'saya', 'terpaksa', 'menggunakan', 'perangkat', 'ios', 'agar', 'tugas', 'dapat', 'dikirim', 'hal', 'ini', 'cukup', 'merepotkan', 'terutama', 'bagi', 'mahasiswa', 'yang', 'hanya', 'memiliki', 'perangkat', 'android', 'selain', 'itu', 'kendala', 'teknis', 'tersebut', 'bisa', 'menimbulkan', 'kekhawatiran', 'ketika', 'batas', 'waktu', 'pengumpulan', 'tugas', 'sudah', 'dekat', 'secara', 'keseluruhan', 'myclass', 'umsu', 'sangat', 'membantu', 'dalam', 'mendukung', 'kegiatan', 'akademik', 'tetapi', 'perlu', 'adanya', 'perbaikan', 'dan', 'optimalisasi', 'aplikasi', 'khususnya', 'pada', 'versi', 'android', 'agar', 'semua', 'mahasiswa', 'dapat', 'menggunakan', 'platform', 'ini', 'secara', 'adil', 'dan', 'lancar', 'tanpa', 'harus', 'berganti', 'perangkat']","['pengalaman', 'menggunakan', 'myclass', 'umsu', 'memiliki', 'sisi', 'positif', 'negatif', 'sisi', 'positif', 'myclass', 'membantu', 'proses', 'perkuliahan', 'memudahkan', 'mahasiswa', 'mengakses', 'materi', 'menerima', 'pengumuman', 'mengumpulkan', 'tugas', 'secara', 'online', 'satu', 'platform', 'pengalaman', 'kurang', 'baik', 'alami', 'penggunaan', 'aplikasi', 'perangkat', 'android', 'kali', 'mengalami', 'kendala', 'saat', 'mengunggah', 'tugas', 'fitur', 'upload', 'tidak', 'berfungsi', 'baik', 'sehingga', 'terpaksa', 'menggunakan', 'perangkat', 'ios', 'tugas', 'dikirim', 'hal', 'cukup', 'merepotkan', 'terutama', 'mahasiswa', 'memiliki', 'perangkat', 'android', 'selain', 'kendala', 'teknis', 'tersebut', 'menimbulkan', 'kekhawatiran', 'ketika', 'batas', 'waktu', 'pengumpulan', 'tugas', 'dekat', 'secara', 'keseluruhan', 'myclass', 'umsu', 'membantu', 'mendukung', 'kegiatan', 'akademik', 'perlu', 'adanya', 'perbaikan', 'optimalisasi', 'aplikasi', 'khususnya', 'versi', 'android', 'semua', 'mahasiswa', 'menggunakan', 'platform', 'secara', 'adil', 'lancar', 'tanpa', 'berganti', 'perangkat']","['pengalaman', 'menggunakan', 'myclass', 'umsu', 'memiliki', 'sisi', 'positif', 'negatif', 'sisi', 'positif', 'myclass', 'membantu', 'proses', 'perkuliahan', 'memudahkan', 'mahasiswa', 'mengakses', 'materi', 'menerima', 'pengumuman', 'mengumpulkan', 'tugas', 'secara', 'online', 'satu', 'platform', 'pengalaman', 'kurang', 'baik', 'alami', 'penggunaan', 'aplikasi', 'perangkat', 'android', 'kali', 'mengalami', 'kendala', 'saat', 'mengunggah', 'tugas', 'fitur', 'upload', 'tidak', 'berfungsi', 'baik', 'sehingga', 'terpaksa', 'menggunakan', 'perangkat', 'ios', 'tugas', 'dikirim', 'hal', 'cukup', 'merepotkan', 'terutama', 'mahasiswa', 'memiliki', 'perangkat', 'android', 'selain', 'kendala', 'teknis', 'tersebut', 'menimbulkan', 'kekhawatiran', 'ketika', 'batas', 'waktu', 'pengumpulan', 'tugas', 'dekat', 'secara', 'keseluruhan', 'myclass', 'umsu', 'membantu', 'mendukung', 'kegiatan', 'akademik', 'perlu', 'adanya', 'perbaikan', 'optimalisasi', 'aplikasi', 'khususnya', 'versi', 'android', 'semua', 'mahasiswa', 'menggunakan', 'platform', 'secara', 'adil', 'lancar', 'tanpa', 'berganti', 'perangkat']",pengalaman menggunakan myclass umsu memiliki sisi positif negatif sisi positif myclass membantu proses perkuliahan memudahkan mahasiswa mengakses materi menerima pengumuman mengumpulkan tugas secara online satu platform pengalaman kurang baik alami penggunaan aplikasi perangkat android kali mengalami kendala saat mengunggah tugas fitur upload tidak berfungsi baik sehingga terpaksa menggunakan perangkat ios tugas dikirim hal cukup merepotkan terutama mahasiswa memiliki perangkat android selain kendala teknis tersebut menimbulkan kekhawatiran ketika batas waktu pengumpulan tugas dekat secara keseluruhan myclass umsu membantu mendukung kegiatan akademik perlu adanya perbaikan optimalisasi aplikasi khususnya versi android semua mahasiswa menggunakan platform secara adil lancar tanpa berganti perangkat
033-03,09/01/2026 0:34:15,WiFi Kampus,"Pengalaman saya menggunakan WiFi kampus UMSU memiliki sisi positif dan negatif. Dari sisi positif, keberadaan WiFi kampus sangat membantu mahasiswa dalam menunjang kegiatan perkuliahan, seperti mengakses MyClass, mencari referensi materi, dan mengerjakan tugas secara online di lingkungan kampus tanpa harus menggunakan kuota pribadi.
Namun, pengalaman kurang baik yang saya rasakan adalah koneksi WiFi kampus sering tidak stabil dan kecepatannya menurun pada jam-jam sibuk, terutama saat banyak mahasiswa terhubung secara bersamaan. Selain itu, di beberapa area kampus sinyal WiFi masih lemah atau sulit terhubung, sehingga aktivitas akademik menjadi terhambat. Kondisi ini cukup menyulitkan ketika mahasiswa membutuhkan akses internet yang cepat dan stabil.
Secara keseluruhan, WiFi kampus UMSU sangat bermanfaat, tetapi perlu adanya peningkatan dari segi kestabilan jaringan, kecepatan akses, dan pemerataan jangkauan agar dapat mendukung kegiatan akademik mahasiswa secara lebih optimal.",33,3,,pengalaman saya menggunakan wifi kampus umsu memiliki sisi positif dan negatif dari sisi positif keberadaan wifi kampus sangat membantu mahasiswa dalam menunjang kegiatan perkuliahan seperti mengakses myclass mencari referensi materi dan mengerjakan tugas secara online di lingkungan kampus tanpa harus menggunakan kuota pribadi namun pengalaman kurang baik yang saya rasakan adalah koneksi wifi kampus sering tidak stabil dan kecepatannya menurun pada jam jam sibuk terutama saat banyak mahasiswa terhubung secara bersamaan selain itu di beberapa area kampus sinyal wifi masih lemah atau sulit terhubung sehingga aktivitas akademik menjadi terhambat kondisi ini cukup menyulitkan ketika mahasiswa membutuhkan akses internet yang cepat dan stabil secara keseluruhan wifi kampus umsu sangat bermanfaat tetapi perlu adanya peningkatan dari segi kestabilan jaringan kecepatan akses dan pemerataan jangkauan agar dapat mendukung kegiatan akademik mahasiswa secara lebih optimal,"['pengalaman', 'saya', 'menggunakan', 'wifi', 'kampus', 'umsu', 'memiliki', 'sisi', 'positif', 'dan', 'negatif', 'dari', 'sisi', 'positif', 'keberadaan', 'wifi', 'kampus', 'sangat', 'membantu', 'mahasiswa', 'dalam', 'menunjang', 'kegiatan', 'perkuliahan', 'seperti', 'mengakses', 'myclass', 'mencari', 'referensi', 'materi', 'dan', 'mengerjakan', 'tugas', 'secara', 'online', 'di', 'lingkungan', 'kampus', 'tanpa', 'harus', 'menggunakan', 'kuota', 'pribadi', 'namun', 'pengalaman', 'kurang', 'baik', 'yang', 'saya', 'rasakan', 'adalah', 'koneksi', 'wifi', 'kampus', 'sering', 'tidak', 'stabil', 'dan', 'kecepatannya', 'menurun', 'pada', 'jam', 'jam', 'sibuk', 'terutama', 'saat', 'banyak', 'mahasiswa', 'terhubung', 'secara', 'bersamaan', 'selain', 'itu', 'di', 'beberapa', 'area', 'kampus', 'sinyal', 'wifi', 'masih', 'lemah', 'atau', 'sulit', 'terhubung', 'sehingga', 'aktivitas', 'akademik', 'menjadi', 'terhambat', 'kondisi', 'ini', 'cukup', 'menyulitkan', 'ketika', 'mahasiswa', 'membutuhkan', 'akses', 'internet', 'yang', 'cepat', 'dan', 'stabil', 'secara', 'keseluruhan', 'wifi', 'kampus', 'umsu', 'sangat', 'bermanfaat', 'tetapi', 'perlu', 'adanya', 'peningkatan', 'dari', 'segi', 'kestabilan', 'jaringan', 'kecepatan', 'akses', 'dan', 'pemerataan', 'jangkauan', 'agar', 'dapat', 'mendukung', 'kegiatan', 'akademik', 'mahasiswa', 'secara', 'lebih', 'optimal']","['pengalaman', 'menggunakan', 'wifi', 'kampus', 'umsu', 'memiliki', 'sisi', 'positif', 'negatif', 'sisi', 'positif', 'keberadaan', 'wifi', 'kampus', 'membantu', 'mahasiswa', 'menunjang', 'kegiatan', 'perkuliahan', 'mengakses', 'myclass', 'mencari', 'referensi', 'materi', 'mengerjakan', 'tugas', 'secara', 'online', 'lingkungan', 'kampus', 'tanpa', 'menggunakan', 'kuota', 'pribadi', 'pengalaman', 'kurang', 'baik', 'rasakan', 'koneksi', 'wifi', 'kampus', 'sering', 'tidak', 'stabil', 'kecepatannya', 'menurun', 'jam', 'jam', 'sibuk', 'terutama', 'saat', 'mahasiswa', 'terhubung', 'secara', 'bersamaan', 'selain', 'area', 'kampus', 'sinyal', 'wifi', 'masih', 'lemah', 'sulit', 'terhubung', 'sehingga', 'aktivitas', 'akademik', 'terhambat', 'kondisi', 'cukup', 'menyulitkan', 'ketika', 'mahasiswa', 'membutuhkan', 'akses', 'internet', 'cepat', 'stabil', 'secara', 'keseluruhan', 'wifi', 'kampus', 'umsu', 'bermanfaat', 'perlu', 'adanya', 'peningkatan', 'segi', 'kestabilan', 'jaringan', 'kecepatan', 'akses', 'pemerataan', 'jangkauan', 'mendukung', 'kegiatan', 'akademik', 'mahasiswa', 'secara', 'optimal']","['pengalaman', 'menggunakan', 'wifi', 'kampus', 'umsu', 'memiliki', 'sisi', 'positif', 'negatif', 'sisi', 'positif', 'keberadaan', 'wifi', 'kampus', 'membantu', 'mahasiswa', 'menunjang', 'kegiatan', 'perkuliahan', 'mengakses', 'myclass', 'mencari', 'referensi', 'materi', 'mengerjakan', 'tugas', 'secara', 'online', 'lingkungan', 'kampus', 'tanpa', 'menggunakan', 'kuota', 'pribadi', 'pengalaman', 'kurang', 'baik', 'rasakan', 'koneksi', 'wifi', 'kampus', 'sering', 'tidak', 'stabil', 'kecepatannya', 'menurun', 'jam', 'jam', 'sibuk', 'terutama', 'saat', 'mahasiswa', 'terhubung', 'secara', 'bersamaan', 'selain', 'area', 'kampus', 'sinyal', 'wifi', 'masih', 'lemah', 'sulit', 'terhubung', 'sehingga', 'aktivitas', 'akademik', 'terhambat', 'kondisi', 'cukup', 'menyulitkan', 'ketika', 'mahasiswa', 'membutuhkan', 'akses', 'internet', 'cepat', 'stabil', 'secara', 'keseluruhan', 'wifi', 'kampus', 'umsu', 'bermanfaat', 'perlu', 'adanya', 'peningkatan', 'segi', 'kestabilan', 'jaringan', 'kecepatan', 'akses', 'pemerataan', 'jangkauan', 'mendukung', 'kegiatan', 'akademik', 'mahasiswa', 'secara', 'optimal']",pengalaman menggunakan wifi kampus umsu memiliki sisi positif negatif sisi positif keberadaan wifi kampus membantu mahasiswa menunjang kegiatan perkuliahan mengakses myclass mencari referensi materi mengerjakan tugas secara online lingkungan kampus tanpa menggunakan kuota pribadi pengalaman kurang baik rasakan koneksi wifi kampus sering tidak stabil kecepatannya menurun jam jam sibuk terutama saat mahasiswa terhubung secara bersamaan selain area kampus sinyal wifi masih lemah sulit terhubung sehingga aktivitas akademik terhambat kondisi cukup menyulitkan ketika mahasiswa membutuhkan akses internet cepat stabil secara keseluruhan wifi kampus umsu bermanfaat perlu adanya peningkatan segi kestabilan jaringan kecepatan akses pemerataan jangkauan mendukung kegiatan akademik mahasiswa secara optimal
033-04,09/01/2026 0:34:15,Helpdesk/Technical Support,"Saya belum pernah menggunakan layanan helpdesk atau technical support IT UMSU secara langsung, sehingga belum dapat memberikan pengalaman secara mendalam. Namun, berdasarkan informasi yang saya ketahui, layanan helpdesk IT UMSU disediakan untuk membantu mahasiswa ketika mengalami kendala teknis terkait sistem akademik dan teknologi informasi.
Ke depannya, saya berharap layanan helpdesk IT UMSU dapat diakses dengan mudah dan responsif apabila saya atau mahasiswa lain membutuhkan bantuan, sehingga permasalahan teknis dapat ditangani dengan cepat dan tidak mengganggu kegiatan akademik.",33,4,,saya belum pernah menggunakan layanan helpdesk atau technical support it umsu secara langsung sehingga belum dapat memberikan pengalaman secara mendalam namun berdasarkan informasi yang saya ketahui layanan helpdesk it umsu disediakan untuk membantu mahasiswa ketika mengalami kendala teknis terkait sistem akademik dan teknologi informasi ke depannya saya berharap layanan helpdesk it umsu dapat diakses dengan mudah dan responsif apabila saya atau mahasiswa lain membutuhkan bantuan sehingga permasalahan teknis dapat ditangani dengan cepat dan tidak mengganggu kegiatan akademik,"['saya', 'belum', 'pernah', 'menggunakan', 'layanan', 'helpdesk', 'atau', 'technical', 'support', 'it', 'umsu', 'secara', 'langsung', 'sehingga', 'belum', 'dapat', 'memberikan', 'pengalaman', 'secara', 'mendalam', 'namun', 'berdasarkan', 'informasi', 'yang', 'saya', 'ketahui', 'layanan', 'helpdesk', 'it', 'umsu', 'disediakan', 'untuk', 'membantu', 'mahasiswa', 'ketika', 'mengalami', 'kendala', 'teknis', 'terkait', 'sistem', 'akademik', 'dan', 'teknologi', 'informasi', 'ke', 'depannya', 'saya', 'berharap', 'layanan', 'helpdesk', 'it', 'umsu', 'dapat', 'diakses', 'dengan', 'mudah', 'dan', 'responsif', 'apabila', 'saya', 'atau', 'mahasiswa', 'lain', 'membutuhkan', 'bantuan', 'sehingga', 'permasalahan', 'teknis', 'dapat', 'ditangani', 'dengan', 'cepat', 'dan', 'tidak', 'mengganggu', 'kegiatan', 'akademik']","['belum', 'pernah', 'menggunakan', 'layanan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'secara', 'langsung', 'sehingga', 'belum', 'memberikan', 'pengalaman', 'secara', 'mendalam', 'berdasarkan', 'informasi', 'ketahui', 'layanan', 'helpdesk', 'it', 'umsu', 'disediakan', 'membantu', 'mahasiswa', 'ketika', 'mengalami', 'kendala', 'teknis', 'terkait', 'sistem', 'akademik', 'teknologi', 'informasi', 'depannya', 'berharap', 'layanan', 'helpdesk', 'it', 'umsu', 'diakses', 'mudah', 'responsif', 'apabila', 'mahasiswa', 'lain', 'membutuhkan', 'bantuan', 'sehingga', 'permasalahan', 'teknis', 'ditangani', 'cepat', 'tidak', 'mengganggu', 'kegiatan', 'akademik']","['belum', 'pernah', 'menggunakan', 'layanan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'secara', 'langsung', 'sehingga', 'belum', 'memberikan', 'pengalaman', 'secara', 'mendalam', 'berdasarkan', 'informasi', 'ketahui', 'layanan', 'helpdesk', 'it', 'umsu', 'disediakan', 'membantu', 'mahasiswa', 'ketika', 'mengalami', 'kendala', 'teknis', 'terkait', 'sistem', 'akademik', 'teknologi', 'informasi', 'depannya', 'berharap', 'layanan', 'helpdesk', 'it', 'umsu', 'diakses', 'mudah', 'responsif', 'apabila', 'mahasiswa', 'lain', 'membutuhkan', 'bantuan', 'sehingga', 'permasalahan', 'teknis', 'ditangani', 'cepat', 'tidak', 'mengganggu', 'kegiatan', 'akademik']",belum pernah menggunakan layanan helpdesk technical support it umsu secara langsung sehingga belum memberikan pengalaman secara mendalam berdasarkan informasi ketahui layanan helpdesk it umsu disediakan membantu mahasiswa ketika mengalami kendala teknis terkait sistem akademik teknologi informasi depannya berharap layanan helpdesk it umsu diakses mudah responsif apabila mahasiswa lain membutuhkan bantuan sehingga permasalahan teknis ditangani cepat tidak mengganggu kegiatan akademik
033-05,09/01/2026 0:34:15,Saran Peningkatan,"Saran saya untuk peningkatan layanan Sistem Informasi (SI) dan Teknologi Informasi (TI) UMSU adalah meningkatkan stabilitas dan kecepatan sistem, terutama pada portal akademik dan MyClass, agar tidak sering mengalami error saat diakses bersamaan. Selain itu, perlu dilakukan optimalisasi aplikasi di berbagai perangkat, khususnya Android, agar semua mahasiswa dapat menggunakan layanan dengan nyaman.
UMSU juga dapat meningkatkan kualitas jaringan WiFi kampus dengan memperluas jangkauan dan menjaga kestabilan koneksi di seluruh area kampus. Di samping itu, layanan helpdesk atau technical support IT diharapkan lebih responsif dan mudah diakses, misalnya dengan menyediakan panduan yang jelas atau sistem pelaporan online, sehingga mahasiswa dapat menyampaikan kendala dengan cepat dan mendapatkan solusi yang efektif.",33,5,,saran saya untuk peningkatan layanan sistem informasi si dan teknologi informasi ti umsu adalah meningkatkan stabilitas dan kecepatan sistem terutama pada portal akademik dan myclass agar tidak sering mengalami error saat diakses bersamaan selain itu perlu dilakukan optimalisasi aplikasi di berbagai perangkat khususnya android agar semua mahasiswa dapat menggunakan layanan dengan nyaman umsu juga dapat meningkatkan kualitas jaringan wifi kampus dengan memperluas jangkauan dan menjaga kestabilan koneksi di seluruh area kampus di samping itu layanan helpdesk atau technical support it diharapkan lebih responsif dan mudah diakses misalnya dengan menyediakan panduan yang jelas atau sistem pelaporan online sehingga mahasiswa dapat menyampaikan kendala dengan cepat dan mendapatkan solusi yang efektif,"['saran', 'saya', 'untuk', 'peningkatan', 'layanan', 'sistem', 'informasi', 'si', 'dan', 'teknologi', 'informasi', 'ti', 'umsu', 'adalah', 'meningkatkan', 'stabilitas', 'dan', 'kecepatan', 'sistem', 'terutama', 'pada', 'portal', 'akademik', 'dan', 'myclass', 'agar', 'tidak', 'sering', 'mengalami', 'error', 'saat', 'diakses', 'bersamaan', 'selain', 'itu', 'perlu', 'dilakukan', 'optimalisasi', 'aplikasi', 'di', 'berbagai', 'perangkat', 'khususnya', 'android', 'agar', 'semua', 'mahasiswa', 'dapat', 'menggunakan', 'layanan', 'dengan', 'nyaman', 'umsu', 'juga', 'dapat', 'meningkatkan', 'kualitas', 'jaringan', 'wifi', 'kampus', 'dengan', 'memperluas', 'jangkauan', 'dan', 'menjaga', 'kestabilan', 'koneksi', 'di', 'seluruh', 'area', 'kampus', 'di', 'samping', 'itu', 'layanan', 'helpdesk', 'atau', 'technical', 'support', 'it', 'diharapkan', 'lebih', 'responsif', 'dan', 'mudah', 'diakses', 'misalnya', 'dengan', 'menyediakan', 'panduan', 'yang', 'jelas', 'atau', 'sistem', 'pelaporan', 'online', 'sehingga', 'mahasiswa', 'dapat', 'menyampaikan', 'kendala', 'dengan', 'cepat', 'dan', 'mendapatkan', 'solusi', 'yang', 'efektif']","['saran', 'peningkatan', 'layanan', 'sistem', 'informasi', 'si', 'teknologi', 'informasi', 'ti', 'umsu', 'meningkatkan', 'stabilitas', 'kecepatan', 'sistem', 'terutama', 'portal', 'akademik', 'myclass', 'tidak', 'sering', 'mengalami', 'error', 'saat', 'diakses', 'bersamaan', 'selain', 'perlu', 'dilakukan', 'optimalisasi', 'aplikasi', 'berbagai', 'perangkat', 'khususnya', 'android', 'semua', 'mahasiswa', 'menggunakan', 'layanan', 'nyaman', 'umsu', 'meningkatkan', 'kualitas', 'jaringan', 'wifi', 'kampus', 'memperluas', 'jangkauan', 'menjaga', 'kestabilan', 'koneksi', 'seluruh', 'area', 'kampus', 'samping', 'layanan', 'helpdesk', 'technical', 'support', 'it', 'diharapkan', 'responsif', 'mudah', 'diakses', 'misalnya', 'menyediakan', 'panduan', 'jelas', 'sistem', 'pelaporan', 'online', 'sehingga', 'mahasiswa', 'menyampaikan', 'kendala', 'cepat', 'mendapatkan', 'solusi', 'efektif']","['saran', 'peningkatan', 'layanan', 'sistem', 'informasi', 'si', 'teknologi', 'informasi', 'ti', 'umsu', 'meningkatkan', 'stabilitas', 'kecepatan', 'sistem', 'terutama', 'portal', 'akademik', 'myclass', 'tidak', 'sering', 'mengalami', 'error', 'saat', 'diakses', 'bersamaan', 'selain', 'perlu', 'dilakukan', 'optimalisasi', 'aplikasi', 'berbagai', 'perangkat', 'khususnya', 'android', 'semua', 'mahasiswa', 'menggunakan', 'layanan', 'nyaman', 'umsu', 'meningkatkan', 'kualitas', 'jaringan', 'wifi', 'kampus', 'memperluas', 'jangkauan', 'menjaga', 'kestabilan', 'koneksi', 'seluruh', 'area', 'kampus', 'samping', 'layanan', 'helpdesk', 'technical', 'support', 'it', 'diharapkan', 'responsif', 'mudah', 'diakses', 'misalnya', 'menyediakan', 'panduan', 'jelas', 'sistem', 'pelaporan', 'online', 'sehingga', 'mahasiswa', 'menyampaikan', 'kendala', 'cepat', 'mendapatkan', 'solusi', 'efektif']",saran peningkatan layanan sistem informasi si teknologi informasi ti umsu meningkatkan stabilitas kecepatan sistem terutama portal akademik myclass tidak sering mengalami error saat diakses bersamaan selain perlu dilakukan optimalisasi aplikasi berbagai perangkat khususnya android semua mahasiswa menggunakan layanan nyaman umsu meningkatkan kualitas jaringan wifi kampus memperluas jangkauan menjaga kestabilan koneksi seluruh area kampus samping layanan helpdesk technical support it diharapkan responsif mudah diakses misalnya menyediakan panduan jelas sistem pelaporan online sehingga mahasiswa menyampaikan kendala cepat mendapatkan solusi efektif
034-01,09/01/2026 1:56:52,Portal Akademik (WEB),Tiap nekan sesuatu pasti balik lagi ke halaman homepage,34,1,,tiap nekan sesuatu pasti balik lagi ke halaman homepage,"['tiap', 'nekan', 'sesuatu', 'pasti', 'balik', 'lagi', 'ke', 'halaman', 'homepage']","['nekan', 'sesuatu', 'pasti', 'balik', 'halaman', 'homepage']","['nekan', 'sesuatu', 'pasti', 'balik', 'halaman', 'homepage']",nekan sesuatu pasti balik halaman homepage
034-02,09/01/2026 1:56:52,MyClass UMSU,"Terlalu berat aplikasi mobilenya, terpaksa harus dari web untuk membuka web nya",34,2,,terlalu berat aplikasi mobilenya terpaksa harus dari web untuk membuka web nya,"['terlalu', 'berat', 'aplikasi', 'mobilenya', 'terpaksa', 'harus', 'dari', 'web', 'untuk', 'membuka', 'web', 'nya']","['terlalu', 'berat', 'aplikasi', 'mobilenya', 'terpaksa', 'web', 'membuka', 'web']","['terlalu', 'berat', 'aplikasi', 'mobilenya', 'terpaksa', 'web', 'membuka', 'web']",terlalu berat aplikasi mobilenya terpaksa web membuka web
034-03,09/01/2026 1:56:52,WiFi Kampus,Ngelag,34,3,,ngelag,['ngelag'],['ngelag'],['ngelag'],ngelag
034-04,09/01/2026 1:56:52,Helpdesk/Technical Support,Belum pernah make,34,4,,belum pernah make,"['belum', 'pernah', 'make']","['belum', 'pernah', 'make']","['belum', 'pernah', 'make']",belum pernah make
035-01,09/01/2026 5:52:22,Portal Akademik (WEB),"Saat saya menggunakan portal tersebut servernya kadang sukak down sendiri, dan harus bolak balek gitu masuknya",35,1,,saat saya menggunakan portal tersebut servernya kadang sukak down sendiri dan harus bolak balek gitu masuknya,"['saat', 'saya', 'menggunakan', 'portal', 'tersebut', 'servernya', 'kadang', 'sukak', 'down', 'sendiri', 'dan', 'harus', 'bolak', 'balek', 'gitu', 'masuknya']","['saat', 'menggunakan', 'portal', 'tersebut', 'servernya', 'kadang', 'sukak', 'down', 'sendiri', 'bolak', 'balek', 'gitu', 'masuknya']","['saat', 'menggunakan', 'portal', 'tersebut', 'servernya', 'kadang', 'sukak', 'down', 'sendiri', 'bolak', 'balek', 'gitu', 'masuknya']",saat menggunakan portal tersebut servernya kadang sukak down sendiri bolak balek gitu masuknya
035-02,09/01/2026 5:52:22,MyClass UMSU,Untuk MyClass sejauh ini baik baik saja dan tidak ada kendala,35,2,,untuk myclass sejauh ini baik baik saja dan tidak ada kendala,"['untuk', 'myclass', 'sejauh', 'ini', 'baik', 'baik', 'saja', 'dan', 'tidak', 'ada', 'kendala']","['myclass', 'sejauh', 'baik', 'baik', 'tidak', 'ada', 'kendala']","['myclass', 'sejauh', 'baik', 'baik', 'tidak', 'ada', 'kendala']",myclass sejauh baik baik tidak ada kendala
